text,label
"Medicare: your benefits is suspended. Call immediately or a warrant will be issued.",scam
"This is the Chase fraud department. To keep your money safe we need to move it to a secure account right away.",scam
"Your account is locked. Buy a $200 Vanilla gift card and send the code to release it.",scam
"Wells Fargo Fraud: did you authorize a $899 charge? Reply NO or call 917-555-0296 to dispute.",scam
"Your tax refund of $2,000 is pending. Verify your bank details to claim it: refund-gov.top",scam
"Thanks for your payment of $450 to PSE&G. Payment received.",safe
"Your tax refund of $1,450 is pending. Verify your bank details to claim it: refund-gov.top",scam
"Your prescription is ready for pickup at Walgreens pharmacy #169.",safe
"Netflix: your order #158-762063 has shipped. Arriving Thursday.",safe
"You have won a $1000 Walmart gift! Claim now with a small processing fee.",scam
"IRS: your benefits is suspended. Call immediately or a warrant will be issued.",scam
"Hi Mom, running 15 minutes late for the movie, see you soon!",safe
"This is your grandson. My phone broke, this is my new number. Can you send $899 by Zelle? I'll explain later.",scam
"USPS: your parcel is on hold. A $4.75 fee is due. Confirm here: dhl-redeliver-fee.co/7195",scam
"Hi dear, I feel such a connection with you. Let me teach you about crypto trading, I made $750 last week. Message me on WhatsApp.",scam
"Coinbase support: to restore access, confirm your wallet seed phrase with our agent.",scam
"Your Bank of America verification code is 865752. Do not share this code with anyone.",safe
"Send me the 6 digit code you just received to verify your identity.",scam
"Your account is locked. Buy a $200 Google Play gift card and send the code to release it.",scam
"Reminder: your appointment with Dr. Patel is Tuesday at 10:30am. Reply C to confirm.",safe
"School closed tomorrow due to snow. All after-school activities canceled.",safe
"UPS: your package was delivered at 4:47pm. Track more at fedex.com.",safe
"This is your grandson. My phone broke, this is my new number. Can you send $899 by Zelle? I'll explain later.",scam
"Your Citi verification code is 325829. Do not share this code with anyone.",safe
"FedEx: your package was delivered at 4:47pm. Track more at fedex.com.",safe
"Your library books are due Friday. Total: $212.50.",safe
"Toll notice: you have an unpaid balance of $2.99. Pay now to avoid a late fee: ezpass-billing.xyz",scam
"Thanks for your payment of $1,299 to PSE&G. Payment received.",safe
"DMV: your registration renewal was processed.",safe
"Reminder from the YMCA: water aerobics Wednesday 7pm.",safe
"Work from home, earn $300 a day, no experience. Apply now on Telegram.",scam
"This is the Citi fraud department. To keep your money safe we need to move it to a secure account right away.",scam
"We can recover the money you lost to a scam. Our firm needs a $300 retainer first.",scam
"Church potluck moved to Saturday 7pm, bring your famous casserole!",safe
"Toll notice: you have an unpaid balance of $1.95. Pay now to avoid a late fee: ezpass-billing.top",scam
"PayPal: your payment failed. Update your billing at costco-account-verify.xyz to avoid cancellation.",scam
"IRS: your SSN is suspended. Call immediately or a warrant will be issued.",scam
"Hi it's Mike, are we still on for bridge Thursday?",safe
"Walmart: your payment failed. Update your billing at amazon-account-verify.xyz to avoid cancellation.",scam
"I have a video of you from your webcam. Pay $1200 in bitcoin within 48 hours or I send it to all your contacts.",scam
"Your account is locked. Buy a $500 iTunes gift card and send the code to release it.",scam
"This is the Wells Fargo fraud department. To keep your money safe we need to move it to a secure account right away.",scam
"You have won a Publishers Clearing House reward! Claim now with a small processing fee.",scam
"IRS: your benefits is suspended. Call immediately or a warrant will be issued.",scam
"Your prescription is ready for pickup at CVS pharmacy #950.",safe
"We can recover the money you lost to a scam. Our firm needs a $500 retainer first.",scam
"This is your grandson. My phone broke, this is my new number. Can you send $500 by Zelle? I'll explain later.",scam
"PayPal: your payment failed. Update your billing at paypal-account-verify.xyz to avoid cancellation.",scam
"Social Security Administration: your account is suspended. Call immediately or a warrant will be issued.",scam
"Your table for 4 at Olive Garden is confirmed for 6:30 tonight.",safe
"Your prescription is ready for pickup at Rite Aid pharmacy #398.",safe
"Your tax refund of $2,000 is pending. Verify your bank details to claim it: refund-gov.xyz",scam
"School closed tomorrow due to snow. All after-school activities canceled.",safe
"UPS: your parcel is on hold. A $4.75 fee is due. Confirm here: dhl-redeliver-fee.co/2367",scam
"Amazon: your order #697-7708080 has shipped. Arriving Tuesday.",safe
"Jury duty: report Monday 8:30am, room 210.",safe
"Capital One Fraud: did you authorize a $750 charge? Reply NO or call 628-555-0598 to dispute.",scam
"Your prescription is ready for pickup at CVS pharmacy #101.",safe
"Hi Dad, running 10 minutes late for dinner, see you soon!",safe
"Scan this QR code to receive your $50 Zelle refund instantly.",scam
"Sorry, wrong number! But you seem nice. Where are you from? I'm Amy, nice to meet a new friend :)",scam
"Reminder: your appointment with Dr. Ruiz is Thursday at 2pm. Reply C to confirm.",safe
"You have won a Publishers Clearing House prize! Claim now with a small processing fee.",scam
"Your prescription is ready for pickup at Rite Aid pharmacy #557.",safe
"Coinbase support: to restore access, confirm your wallet seed phrase with our agent.",scam
"This is the Wells Fargo fraud department. To keep your money safe we need to move it to a secure account right away.",scam
"Hulu: your order #927-5511170 has shipped. Arriving Thursday.",safe
"Toll notice: you have an unpaid balance of $1.95. Pay now to avoid a late fee: ezpass-billing.top",scam
"You have won a $500 Costco gift! Claim now with a small processing fee.",scam
"Citi Fraud: did you authorize a $2,000 charge? Reply NO or call 347-555-0255 to dispute.",scam
"PNC: you spent $43.12 at Target. Not you? Check your app.",safe
"Reminder: your appointment with Dr. Ruiz is Monday at 9am. Reply C to confirm.",safe
"Zelle: you received $50.00 from Sarah Miller. It's in your account.",safe
"the post office: your parcel is on hold. A $0.99 fee is due. Confirm here: thepostoffice-redeliver-fee.co/7134",scam
"Bank of America: you spent $18.90 at Target. Not you? Check your app.",safe
"Your Capital One verification code is 173625. Do not share this code with anyone.",safe
"Send me the 6 digit code you just received to verify your identity.",scam
"the post office: your parcel is on hold. A $3.20 fee is due. Confirm here: dhl-redeliver-fee.co/8834",scam
"This is the US Bank fraud department. To keep your money safe we need to move it to a secure account right away.",scam
"Spotify: your payment failed. Update your billing at hulu-account-verify.xyz to avoid cancellation.",scam
"Adorable puppies ready today, just send the $300 shipping deposit via Zelle.",scam
"Reminder: your appointment with Dr. Ruiz is Tuesday at 10:30am. Reply C to confirm.",safe
"Your Delta flight check-in opens at 10:15am tomorrow.",safe
"Capital One: you spent $43.12 at Kroger. Not you? Check your app.",safe
"Work from home, earn $300 a day, no experience. Apply now on Telegram.",scam
"Your Delta flight check-in opens at 10:15am tomorrow.",safe
"Reminder from the YMCA: choir practice Mon/Wed 9am.",safe
"Netflix: your order #203-1605899 has shipped. Arriving Tuesday.",safe
"Amazon: your order #628-3409565 has shipped. Arriving Thursday.",safe
"We can recover the money you lost to a scam. Our firm needs a $500 retainer first.",scam
"Sorry, wrong number! But you seem nice. Where are you from? I'm Lily, nice to meet a new friend :)",scam
"Reminder from Trinity Church: the flu clinic Wednesday 7pm.",safe
"Church bible study moved to Saturday 7pm, bring your famous casserole!",safe
"Lyft: your driver Tom is arriving in a blue Civic, plate XJK-2214.",safe
"This is your grandson. My phone broke, this is my new number. Can you send $500 by Venmo? I'll explain later.",scam
"Grandma it's me, I'm in the hospital and need $1,450 for bail. Please don't tell mom or dad.",scam
"Church potluck moved to Wednesday 7pm, bring your famous casserole!",safe
"Hi dear, I feel such a connection with you. Let me teach you about crypto trading, I made $750 last week. Message me on Telegram.",scam
"Hi dear, I feel such a connection with you. Let me teach you about crypto trading, I made $2,000 last week. Message me on WhatsApp.",scam
"Your water bill is $74.10, due March 15. Pay in the app or by mail.",safe
"Adorable kittens ready today, just send the $300 shipping deposit via Cash App.",scam
"Your account is locked. Buy a $200 Apple gift card and send the code to release it.",scam
"Your library books are due Friday. Total: $212.50.",safe
"Hi it's Carol, are we still on for coffee Friday?",safe
"Binance support: to restore access, confirm your wallet seed phrase with our agent.",scam
"Your water bill is $203.55, due March 15. Pay in the app or by mail.",safe
"Thanks for your payment of $450 to Verizon. Payment received.",safe
"Hi dear, I feel such a connection with you. Let me teach you about crypto trading, I made $1,299 last week. Message me on Telegram.",scam
"You have won a Publishers Clearing House reward! Claim now with a small processing fee.",scam
"USPS: your parcel is on hold. A $2.99 fee is due. Confirm here: usps-redeliver-fee.co/2551",scam
"Reminder: your appointment with Dr. Ruiz is Thursday at 9am. Reply C to confirm.",safe
"Sorry, wrong number! But you seem nice. Where are you from? I'm Lily, nice to meet a new friend :)",scam
"Sorry, wrong number! But you seem nice. Where are you from? I'm Amy, nice to meet a new friend :)",scam
"Your table for 2 at the Italian place is confirmed for 6:30 tonight.",safe
"Your US Bank verification code is 804352. Do not share this code with anyone.",safe
"the post office: your package was delivered at 11:02am. Track more at usps.com.",safe
"Thanks for your payment of $899 to the electric company. Payment received.",safe
"Microsoft support: viruses were detected on your computer. Install TeamViewer so our technician can fix it.",scam
"Toll notice: you have an unpaid balance of $2.99. Pay now to avoid a late fee: ezpass-billing.icu",scam
"Hi dear, I feel such a connection with you. Let me teach you about crypto trading, I made $1,450 last week. Message me on Telegram.",scam
"You have won a Publishers Clearing House reward! Claim now with a small processing fee.",scam
"Microsoft support: viruses were detected on your computer. Install AnyDesk so our technician can fix it.",scam
"Reminder: your appointment with Dr. Patel is Tuesday at 2pm. Reply C to confirm.",safe
"Apple: a new device signed in. If this was you, no action is needed.",safe
"This is the Chase fraud department. To keep your money safe we need to move it to a secure account right away.",scam
"TD Bank Fraud: did you authorize a $2,000 charge? Reply NO or call 213-555-0302 to dispute.",scam
"Your prescription is ready for pickup at Walgreens pharmacy #598.",safe
"UPS: your package was delivered at 2:14pm. Track more at usps.com.",safe
"USPS: your parcel is on hold. A $1.95 fee is due. Confirm here: ups-redeliver-fee.co/5116",scam
"School closed tomorrow due to snow. All after-school activities canceled.",safe
"Amazon: your order #577-3703015 has shipped. Arriving Thursday.",safe
"Thanks for your payment of $750 to PSE&G. Payment received.",safe
"Adorable puppies ready today, just send the $300 shipping deposit via Zelle.",scam
"DMV: your registration renewal was processed.",safe
"Hi Grandpa, running 15 minutes late for lunch, see you soon!",safe
"Spotify: your payment failed. Update your billing at walmart-account-verify.co to avoid cancellation.",scam
"This is your grandson. My phone broke, this is my new number. Can you send $450 by Zelle? I'll explain later.",scam
"Your car is due Friday. Total: $212.50.",safe
"Social Security Administration: your account is suspended. Call immediately or a warrant will be issued.",scam
"This is your grandson. My phone broke, this is my new number. Can you send $500 by Cash App? I'll explain later.",scam
"Thanks for your payment of $1,450 to Verizon. Payment received.",safe
"School closed tomorrow due to ice. All after-school activities canceled.",safe
"Your Capital One verification code is 916217. Do not share this code with anyone.",safe
"DMV: your registration renewal was processed.",safe
"Hi it's Sarah, are we still on for coffee Friday?",safe
"Zelle: you received $25.00 from Aunt Carol. It's in your account.",safe
"Toll notice: you have an unpaid balance of $3.20. Pay now to avoid a late fee: ezpass-billing.xyz",scam
"Your car is ready for pickup. Total: $212.50.",safe
"You have won a $1000 Walmart prize! Claim now with a small processing fee.",scam
"I have a video of you from your webcam. Pay $1200 in bitcoin within 48 hours or I send it to all your contacts.",scam
"Hulu: a new device signed in. If this was you, no action is needed.",safe
"Wells Fargo Fraud: did you authorize a $1,299 charge? Reply NO or call 347-555-0883 to dispute.",scam
"Hi dear, I feel such a connection with you. Let me teach you about crypto trading, I made $450 last week. Message me on Telegram.",scam
"Church choir practice moved to Saturday 7pm, bring your famous casserole!",safe
"Send me the 6 digit code you just received to verify your identity.",scam
"USPS: your parcel is on hold. A $1.95 fee is due. Confirm here: thepostoffice-redeliver-fee.co/4451",scam
"Work from home, earn $800 a day, no experience. Apply now on WhatsApp.",scam
"This is the Wells Fargo fraud department. To keep your money safe we need to move it to a secure account right away.",scam
"This is your grandson. My phone broke, this is my new number. Can you send $750 by Zelle? I'll explain later.",scam
"Medicare: your account is suspended. Call immediately or a warrant will be issued.",scam
"We can recover the money you lost to a scam. Our firm needs a $500 retainer first.",scam
"We can recover the money you lost to a scam. Our firm needs a $300 retainer first.",scam
"Hi dear, I feel such a connection with you. Let me teach you about crypto trading, I made $1,450 last week. Message me on Telegram.",scam
"the post office: your package was delivered at 11:02am. Track more at fedex.com.",safe
"Your US Bank verification code is 633273. Do not share this code with anyone.",safe
"Toll notice: you have an unpaid balance of $0.99. Pay now to avoid a late fee: ezpass-billing.top",scam
"Coinbase support: to restore access, confirm your wallet seed phrase with our agent.",scam
"DHL: your parcel is on hold. A $1.95 fee is due. Confirm here: usps-redeliver-fee.co/7591",scam
"Hi Dad, running 15 minutes late for lunch, see you soon!",safe
"Work from home, earn $300 a day, no experience. Apply now on Telegram.",scam
"Reminder from Trinity Church: the flu clinic Wednesday 7pm.",safe
"This is the TD Bank fraud department. To keep your money safe we need to move it to a secure account right away.",scam
"Jury duty: report Monday 8:30am, room 210.",safe
"Microsoft support: viruses were detected on your computer. Install AnyDesk so our technician can fix it.",scam
"Grandma it's me, I'm in the hospital and need $2,000 for bail. Please don't tell mom or dad.",scam
"Scan this QR code to receive your $100 PayPal refund instantly.",scam
"Your Chase verification code is 140059. Do not share this code with anyone.",safe
"Work from home, earn $800 a day, no experience. Apply now on Telegram.",scam
"Wells Fargo Fraud: did you authorize a $500 charge? Reply NO or call 347-555-0543 to dispute.",scam
"Your car is due Friday. Renew online.",safe
"Wells Fargo Fraud: did you authorize a $450 charge? Reply NO or call 213-555-0104 to dispute.",scam
"Your US Bank verification code is 944020. Do not share this code with anyone.",safe
"Church potluck moved to Wednesday 5pm, bring your famous casserole!",safe
"This is the Citi fraud department. To keep your money safe we need to move it to a secure account right away.",scam
"Hi Grandma, running 15 minutes late for dinner, see you soon!",safe
"Lyft: your driver Miguel is arriving in a blue Civic, plate XJK-2214.",safe
"I have a video of you from your webcam. Pay $800 in bitcoin within 48 hours or I send it to all your contacts.",scam
"I have a video of you from your webcam. Pay $1200 in bitcoin within 48 hours or I send it to all your contacts.",scam
"Amazon: your order #233-6957451 has shipped. Arriving Friday.",safe
"Toll notice: you have an unpaid balance of $4.75. Pay now to avoid a late fee: ezpass-billing.top",scam
"Your account is locked. Buy a $100 iTunes gift card and send the code to release it.",scam
"Costco: your payment failed. Update your billing at netflix-account-verify.top to avoid cancellation.",scam
"Microsoft support: viruses were detected on your computer. Install TeamViewer so our technician can fix it.",scam
"Church potluck moved to Wednesday 5pm, bring your famous casserole!",safe
"Zelle: you received $100.00 from Sarah Miller. It's in your account.",safe
"Apple: your payment failed. Update your billing at hulu-account-verify.xyz to avoid cancellation.",scam
